Edad	Apariciones	Victorias	Derrotas	Goles	Goles_de_cabeza	Goles_con_pie_derecho	Goles_con_pie_izquierdo	Tiros_al_palo	Entradas	Éxito_entradas_%	Disparos_bloqueados	Intercepciones	Despejes	Despejes_de_cabeza	Recuperaciones	Duelos_ganados	Duelos_perdidos	Duelos_50_50_exitosos	Duelos_aéreos_ganados	Duelos_aéreos_perdidos	Asistencias	Pases	Pases_por_partido	Ocasiones_claras_creadas	Centros	Tarjetas_amarillas	Faltas	Fueras_de_juego	Cluster	PCA1	PCA2
25.0	46	11	24	1	0.0	0.0	1.0	1.0	52.0	56.0	14.0	22.0	20.0	4.0	116.0	111.0	110.0	19.0	6.0	25.0	2	864	18.78	0.0	33.0	4	16	3.0	0	-2.058752849451623	-0.31963330814789864
30.0	197	64	76	13	5.0	7.0	0.0	8.0	446.0	65.0	33.0	310.0	412.0	260.0	1035.0	1311.0	1091.0	125.0	547.0	431.0	10	5799	29.44	3.0	104.0	25	242	16.0	2	7.317656233830728	2.3983009143785092
29.0	211	78	91	22	0.0	5.0	17.0	6.0	353.0	71.0	112.0	177.0	82.0	21.0	913.0	1025.0	1045.0	414.0	19.0	76.0	22	4717	22.36	40.0	923.0	14	78	22.0	1	7.450661863926724	-5.627344941553426
27.0	148	56	61	11	1.0	3.0	7.0	0.0	278.0	70.0	43.0	177.0	217.0	117.0	585.0	773.0	757.0	173.0	211.0	261.0	8	3156	21.32	10.0	199.0	15	109	3.0	3	3.462911913537741	-0.0005187854139447617
32.0	282	93	126	23	6.0	10.0	7.0	3.0	613.0	72.0	68.0	398.0	312.0	108.0	1448.0	1304.0	1452.0	155.0	314.0	385.0	18	10076	35.73	21.0	137.0	45	370	13.0	2	10.531128547045373	0.793951716326369
29.0	258	87	102	13	0.0	10.0	3.0	4.0	674.0	73.0	65.0	421.0	366.0	124.0	1284.0	1190.0	1014.0	123.0	148.0	167.0	12	10840	42.02	8.0	188.0	48	309	2.0	2	8.02821622724053	0.9656539297939419
24.0	29	8	13	0	0.0	0.0	0.0	0.0	25.0	72.0	2.0	29.0	31.0	14.0	70.0	45.0	33.0	11.0	7.0	8.0	0	484	16.69	0.0	8.0	0	6	0.0	0	-2.7842674737157123	0.023760284975869597
22.0	2	2	0	0	0.0	0.0	0.0	0.0	2.0	100.0	0.0	0.0	0.0	0.0	5.0	4.0	8.0	2.0	0.0	1.0	0	14	7.0	0.0	3.0	0	0	0.0	0	-3.29220687542997	-0.17722974690896584
20.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.842093144205948	-0.40770443939845186
23.0	65	28	16	0	0.0	0.0	0.0	1.0	113.0	68.0	3.0	81.0	274.0	140.0	285.0	319.0	227.0	27.0	124.0	120.0	4	2429	37.37	7.0	62.0	11	43	3.0	0	-0.5434898677048378	0.8856029344952533
27.0	153	53	64	6	3.0	2.0	1.0	3.0	157.0	68.0	17.0	249.0	978.0	652.0	656.0	899.0	574.0	22.0	685.0	417.0	5	6162	40.27	7.0	11.0	13	82	5.0	2	4.460223803598583	4.708194244884037
27.0	72	28	27	4	0.0	0.0	4.0	5.0	150.0	64.0	29.0	104.0	195.0	100.0	369.0	452.0	314.0	37.0	209.0	102.0	12	2961	41.12	21.0	570.0	11	83	5.0	3	1.5156367191011937	-0.8260379870742305
26.0	44	17	16	3	2.0	1.0	0.0	0.0	54.0	56.0	7.0	41.0	156.0	93.0	181.0	229.0	142.0	6.0	153.0	99.0	1	2052	46.64	2.0	4.0	6	33	3.0	0	-1.142949312064062	0.9520611309265197
31.0	276	114	79	20	7.0	8.0	6.0	6.0	480.0	79.0	48.0	296.0	542.0	284.0	1272.0	1308.0	1157.0	364.0	195.0	221.0	21	8930	32.36	36.0	742.0	29	194	29.0	1	9.934691792773236	-1.2786111668356372
18.0	4	1	2	0	0.0	0.0	0.0	0.0	8.0	88.0	0.0	2.0	11.0	7.0	18.0	20.0	21.0	1.0	9.0	15.0	0	223	55.75	0.0	0.0	0	4	0.0	0	-3.131691855991452	0.024602274025917397
23.0	31	11	15	0	0.0	0.0	0.0	1.0	64.0	78.0	2.0	46.0	107.0	56.0	138.0	142.0	122.0	11.0	62.0	43.0	2	1045	33.71	3.0	67.0	3	28	0.0	0	-1.9109436322579851	0.30124547538004215
19.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.879179966844998	-0.42796535679679
30.0	185	76	73	7	0.0	1.0	6.0	5.0	395.0	71.0	36.0	283.0	213.0	55.0	1011.0	987.0	706.0	259.0	130.0	165.0	8	8857	47.88	7.0	195.0	29	140	1.0	3	5.197546611169905	0.15047034452224364
31.0	284	114	110	61	3.0	45.0	13.0	20.0	348.0	67.0	203.0	283.0	163.0	44.0	1015.0	863.0	1223.0	197.0	88.0	246.0	45	7752	27.3	68.0	1363.0	20	193	16.0	1	13.554365174630735	-9.219980772756434
27.0	48	18	19	1	0.0	1.0	0.0	0.0	64.0	63.0	6.0	27.0	25.0	16.0	308.0	229.0	338.0	66.0	56.0	45.0	2	2169	45.19	2.0	28.0	13	89	0.0	0	-0.951238547546028	0.25313662276665283
24.0	2	1	0	0	0.0	0.0	0.0	0.0	4.0	75.0	0.0	1.0	4.0	3.0	8.0	11.0	10.0	2.0	3.0	2.0	0	70	35.0	0.0	0.0	0	2	0.0	0	-3.158966361650067	-0.029902355603604828
22.0	106	46	34	5	1.0	2.0	2.0	2.0	132.0	61.0	25.0	100.0	63.0	33.0	415.0	417.0	486.0	76.0	72.0	118.0	4	2909	27.44	5.0	43.0	22	116	9.0	3	0.9068812762222741	-0.2136673534259809
22.0	8	2	2	0	0.0	0.0	0.0	0.0	6.0	33.0	0.0	2.0	1.0	0.0	9.0	9.0	14.0	1.0	1.0	2.0	0	82	10.25	0.0	0.0	1	4	0.0	0	-3.464700256435741	-0.2389714729713696
29.0	2	2	0	0	0.0	0.0	0.0	0.0	9.0	56.0	0.0	3.0	3.0	1.0	18.0	16.0	13.0	2.0	1.0	2.0	0	140	70.0	0.0	2.0	0	4	0.0	0	-2.8452204942446664	0.19109313544300857
29.0	2	2	0	1	0.0	0.0	1.0	0.0	3.0	33.0	1.0	3.0	0.0	0.0	9.0	12.0	10.0	3.0	1.0	3.0	1	109	54.5	2.0	7.0	0	1	0.0	0	-2.926398299306379	-0.10499577477647637
27.0	131	40	65	17	2.0	12.0	2.0	2.0	235.0	58.0	56.0	143.0	163.0	66.0	1019.0	576.0	658.0	129.0	154.0	168.0	11	6811	51.99	15.0	71.0	31	145	10.0	3	4.238499274259981	-0.6099956529677761
28.0	46	14	17	0	0.0	0.0	0.0	1.0	93.0	76.0	7.0	34.0	56.0	26.0	154.0	186.0	165.0	53.0	21.0	16.0	0	1339	29.11	2.0	18.0	11	42	0.0	0	-1.502650064060612	0.1996250555717452
28.0	2	0	2	0	0.0	0.0	0.0	0.0	3.0	67.0	1.0	0.0	4.0	2.0	13.0	10.0	7.0	2.0	3.0	1.0	0	127	63.5	0.0	0.0	1	3	0.0	0	-2.8706203407247517	0.1583169509594388
32.0	33	7	21	0	0.0	0.0	0.0	0.0	49.0	71.0	1.0	45.0	147.0	61.0	200.0	156.0	120.0	16.0	57.0	55.0	1	1434	43.45	1.0	16.0	4	39	1.0	0	-1.5259831573423914	0.7582173976317417
32.0	40	9	24	0	0.0	0.0	0.0	0.0	42.0	57.0	0.0	65.0	197.0	67.0	178.0	126.0	114.0	7.0	66.0	67.0	1	1517	37.92	1.0	3.0	2	16	0.0	0	-1.6499279397116757	0.8785922368968736
30.0	26	7	17	0	0.0	0.0	0.0	0.0	56.0	64.0	3.0	54.0	122.0	48.0	164.0	129.0	106.0	10.0	56.0	45.0	1	1386	53.31	1.0	17.0	5	28	3.0	0	-1.6799800217899041	0.6233280074694992
27.0	30	6	21	0	0.0	0.0	0.0	0.0	66.0	67.0	7.0	37.0	74.0	35.0	135.0	147.0	115.0	18.0	32.0	37.0	1	1036	34.53	8.0	121.0	5	27	2.0	0	-1.7470436616374407	0.052431525916819204
23.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.7308326762887978	-0.34692168720343763
24.0	1	0	1	0	0.0	0.0	0.0	0.0	3.0	67.0	0.0	4.0	3.0	2.0	4.0	6.0	5.0	0.0	3.0	0.0	1	27	27.0	1.0	6.0	1	3	0.0	0	-3.1920706042993303	-0.12267058252021856
23.0	3	3	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0	16	5.33	0.0	0.0	0	0	0.0	0	-3.6760394310277023	-0.31943045273016246
29.0	32	6	21	1	0.0	1.0	0.0	1.0	41.0	68.0	7.0	32.0	14.0	6.0	158.0	93.0	112.0	16.0	14.0	20.0	2	1592	49.75	7.0	108.0	6	32	1.0	0	-1.601707087848824	-0.12446829439048628
31.0	41	3	29	1	0.0	1.0	0.0	1.0	60.0	70.0	7.0	43.0	37.0	11.0	131.0	117.0	116.0	10.0	28.0	13.0	1	1285	31.34	0.0	19.0	9	33	2.0	0	-1.625557256591804	0.20492265075267363
28.0	9	0	9	0	0.0	0.0	0.0	1.0	3.0	33.0	1.0	0.0	3.0	2.0	13.0	16.0	14.0	7.0	4.0	5.0	0	57	6.33	0.0	7.0	0	3	1.0	0	-3.12641292643193	-0.23390657584143135
29.0	12	1	9	0	0.0	0.0	0.0	0.0	10.0	30.0	0.0	3.0	5.0	3.0	35.0	17.0	18.0	2.0	3.0	6.0	0	250	20.83	0.0	9.0	4	6	0.0	0	-2.992600363344455	0.0003775866485631603
29.0	43	7	28	2	0.0	0.0	2.0	2.0	57.0	63.0	11.0	32.0	22.0	5.0	219.0	187.0	146.0	54.0	21.0	23.0	1	1882	43.77	4.0	57.0	2	22	0.0	0	-1.3578846939593592	-0.2620225690998898
23.0	15	8	4	0	0.0	0.0	0.0	0.0	10.0	90.0	1.0	1.0	2.0	0.0	8.0	17.0	17.0	3.0	3.0	2.0	0	109	7.27	0.0	5.0	0	4	1.0	0	-3.1167850445177305	-0.17139595414607903
24.0	24	4	18	0	0.0	0.0	0.0	0.0	54.0	59.0	10.0	37.0	30.0	15.0	135.0	148.0	151.0	52.0	24.0	32.0	1	1113	46.38	1.0	3.0	1	26	2.0	0	-2.0691276957474742	0.026111007421515477
27.0	47	8	22	2	0.0	2.0	0.0	2.0	105.0	69.0	12.0	80.0	63.0	35.0	260.0	278.0	207.0	78.0	55.0	30.0	2	1787	38.02	3.0	19.0	7	60	3.0	0	-0.8347946301786591	-0.012930335896695934
25.0	19	9	5	0	0.0	0.0	0.0	0.0	36.0	83.0	1.0	26.0	14.0	3.0	45.0	60.0	64.0	2.0	7.0	21.0	0	419	22.05	0.0	4.0	0	8	0.0	0	-2.754552721696914	0.08319828179590227
20.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.842093144205948	-0.40770443939845186
29.0	2	1	1	0	0.0	0.0	0.0	0.0	10.0	60.0	0.0	0.0	4.0	2.0	9.0	17.0	10.0	5.0	1.0	2.0	0	108	54.0	0.0	3.0	0	1	0.0	0	-2.9176364595156126	0.11775398310665434
31.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.4341380951763973	-0.1848343480167328
29.0	3	1	2	0	0.0	0.0	0.0	0.0	3.0	100.0	0.0	6.0	23.0	4.0	9.0	14.0	6.0	2.0	7.0	5.0	0	70	23.33	0.0	0.0	0	1	0.0	0	-2.889282925087519	0.10675752513441099
21.0	1	0	1	0	0.0	0.0	0.0	0.0	4.0	25.0	0.0	3.0	11.0	4.0	4.0	5.0	0.0	0.0	1.0	0.0	0	59	59.0	0.0	0.0	0	0	0.0	0	-3.3773076293776927	-0.06037821642537297
20.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.842093144205948	-0.40770443939845186
24.0	2	1	1	0	0.0	0.0	0.0	0.0	5.0	80.0	1.0	2.0	5.0	3.0	10.0	17.0	12.0	0.0	10.0	9.0	0	107	53.5	0.0	0.0	0	3	0.0	0	-3.003318554740161	0.08722177668658893
19.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.879179966844998	-0.42796535679679
17.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.9533536121230983	-0.46848719159346613
20.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.842093144205948	-0.40770443939845186
28.0	35	6	16	0	0.0	0.0	0.0	0.0	62.0	69.0	9.0	36.0	23.0	10.0	176.0	133.0	169.0	22.0	17.0	41.0	1	1355	38.71	3.0	51.0	4	33	1.0	0	-1.8012761425424562	0.1289997025564541
25.519280205655527	1	1	0	0	0.0	0.0	0.0	0.0	1.0	100.0	0.0	1.0	0.0	0.0	2.0	2.0	4.0	0.0	0.0	1.0	0	11	11.0	0.0	1.0	0	1	0.0	0	-3.159203286792209	-0.08175597297444673
29.0	2	1	1	0	0.0	0.0	0.0	0.0	12.0	67.0	0.0	4.0	7.0	2.0	18.0	19.0	5.0	2.0	1.0	0.0	0	101	50.5	0.0	1.0	0	0	0.0	0	-2.9080002313828732	0.13207189326699503
35.0	58	15	26	5	0.0	4.0	1.0	1.0	56.0	68.0	23.0	54.0	26.0	7.0	203.0	159.0	254.0	54.0	6.0	33.0	13	2341	40.36	12.0	183.0	5	29	10.0	3	-0.1282912522240307	-1.147940598265269
24.0	2	1	1	0	0.0	0.0	0.0	0.0	8.0	63.0	0.0	4.0	6.0	0.0	15.0	12.0	7.0	0.0	2.0	2.0	1	92	46.0	0.0	10.0	0	0	0.0	0	-3.119539606870899	-0.029859433095945995
30.0	2	1	1	2	0.0	2.0	0.0	0.0	6.0	83.0	0.0	4.0	2.0	1.0	16.0	11.0	18.0	1.0	3.0	2.0	1	92	46.0	0.0	3.0	1	5	1.0	0	-2.668356814435241	-0.013536641404268355
20.0	1	0	1	0	0.0	0.0	0.0	0.0	1.0	100.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0	3	3.0	0.0	0.0	0	0	0.0	0	-3.4099489997848624	-0.23192281337061452
23.0	2	1	1	1	0.0	1.0	0.0	0.0	3.0	67.0	1.0	2.0	0.0	0.0	7.0	11.0	15.0	3.0	2.0	2.0	0	47	23.5	0.0	4.0	0	1	3.0	0	-3.1781921776662787	-0.27412095356304383
20.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.842093144205948	-0.40770443939845186
19.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.879179966844998	-0.42796535679679
22.0	15	8	4	1	0.0	1.0	0.0	1.0	39.0	49.0	2.0	15.0	28.0	17.0	75.0	96.0	90.0	8.0	24.0	42.0	1	792	52.8	1.0	46.0	2	11	1.0	0	-2.4857929206120235	-0.03567019595050348
24.0	42	20	11	1	1.0	0.0	0.0	0.0	69.0	65.0	2.0	52.0	180.0	88.0	222.0	237.0	140.0	19.0	130.0	73.0	1	2696	64.19	1.0	6.0	5	39	1.0	0	-1.2631937678349792	1.0498802322864547
36.0	168	70	60	8	5.0	1.0	2.0	0.0	200.0	67.0	22.0	313.0	879.0	526.0	585.0	797.0	493.0	44.0	503.0	310.0	2	4435	26.4	1.0	6.0	12	129	5.0	2	4.239287788465417	4.3927156541437675
32.0	297	145	86	11	7.0	4.0	0.0	2.0	457.0	72.0	22.0	585.0	1843.0	777.0	1587.0	1417.0	825.0	86.0	641.0	399.0	9	13240	44.58	5.0	59.0	44	239	3.0	2	10.169792649750008	7.29868510137468
23.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.7308326762887978	-0.34692168720343763
25.0	46	17	19	1	1.0	0.0	0.0	0.0	68.0	62.0	3.0	50.0	76.0	44.0	248.0	153.0	156.0	9.0	59.0	51.0	1	1469	31.93	0.0	6.0	5	41	1.0	0	-1.6785407440668718	0.5627372849757933
26.0	63	29	24	5	0.0	3.0	2.0	1.0	237.0	57.0	13.0	109.0	180.0	93.0	387.0	557.0	459.0	128.0	108.0	123.0	8	3104	49.27	15.0	164.0	8	86	2.0	3	1.0553333031256578	-0.11513002226164704
34.0	107	48	32	2	0.0	1.0	1.0	1.0	255.0	77.0	16.0	248.0	365.0	197.0	615.0	513.0	423.0	32.0	201.0	153.0	9	4051	37.86	11.0	325.0	15	79	2.0	3	2.206233928086526	1.3619135366470758
19.0	3	1	2	0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	7.0	6.0	12.0	12.0	15.0	3.0	5.0	8.0	1	153	51.0	0.0	16.0	0	1	0.0	0	-3.4893797387543586	-0.19671758260888303
24.0	2	2	0	1	1.0	0.0	0.0	0.0	4.0	25.0	0.0	3.0	3.0	1.0	8.0	11.0	6.0	1.0	6.0	5.0	1	128	64.0	0.0	6.0	0	1	0.0	0	-3.097708583206333	0.04451442751946244
24.0	132	53	50	10	0.0	8.0	1.0	2.0	76.0	64.0	45.0	39.0	39.0	9.0	312.0	311.0	401.0	138.0	24.0	102.0	9	1920	14.55	13.0	263.0	7	36	12.0	3	1.0205355834635543	-1.9693340338443588
23.0	52	25	17	6	1.0	3.0	2.0	1.0	71.0	55.0	28.0	32.0	23.0	10.0	279.0	218.0	216.0	44.0	39.0	44.0	10	2594	49.88	14.0	114.0	4	43	1.0	0	-0.5696437627289502	-0.9657071462388928
23.0	69	31	25	13	0.0	11.0	2.0	2.0	107.0	58.0	54.0	21.0	10.0	4.0	291.0	394.0	328.0	101.0	18.0	58.0	10	2913	42.22	21.0	429.0	7	62	6.0	3	0.9614346970027666	-2.481113344418588
30.0	258	91	94	17	2.0	13.0	2.0	5.0	425.0	75.0	75.0	261.0	169.0	45.0	1232.0	962.0	1124.0	284.0	69.0	184.0	37	5597	21.69	60.0	1593.0	32	167	17.0	1	9.144857406888683	-4.390338043406095
22.0	57	26	21	8	0.0	7.0	1.0	0.0	28.0	68.0	32.0	11.0	9.0	5.0	138.0	180.0	192.0	78.0	37.0	51.0	11	1083	19.0	9.0	67.0	0	30	6.0	0	-0.9741616152704865	-1.5081790300664766
22.0	37	16	13	1	0.0	1.0	0.0	0.0	50.0	46.0	6.0	47.0	28.0	10.0	106.0	86.0	96.0	5.0	17.0	17.0	2	900	24.32	2.0	8.0	3	24	0.0	0	-2.421613550739997	-0.08417397964683154
29.0	42	12	21	0	0.0	0.0	0.0	1.0	61.0	77.0	14.0	67.0	62.0	31.0	197.0	172.0	146.0	25.0	62.0	48.0	1	1260	30.0	3.0	110.0	4	34	0.0	0	-1.386166710145901	0.23842911267731373
31.0	14	4	7	0	0.0	0.0	0.0	0.0	24.0	63.0	5.0	15.0	1.0	1.0	63.0	52.0	75.0	7.0	11.0	21.0	1	512	36.57	1.0	4.0	3	9	0.0	0	-2.464299701457546	0.12756503903615524
23.0	122	52	44	6	1.0	4.0	1.0	5.0	482.0	62.0	42.0	253.0	297.0	145.0	1022.0	1066.0	866.0	103.0	398.0	331.0	5	6181	50.66	3.0	27.0	20	189	5.0	3	4.634358503132636	1.8268981910943316
26.0	29	13	11	2	0.0	2.0	0.0	1.0	37.0	49.0	10.0	20.0	12.0	5.0	85.0	72.0	89.0	15.0	7.0	16.0	3	604	20.83	4.0	25.0	2	20	1.0	0	-2.253995200044977	-0.4333955388274554
28.0	44	20	16	0	0.0	0.0	0.0	0.0	45.0	58.0	1.0	37.0	30.0	7.0	198.0	141.0	113.0	21.0	17.0	24.0	0	1559	35.43	0.0	6.0	7	34	0.0	0	-1.9332487893642905	0.33725687083447214
23.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.7308326762887978	-0.34692168720343763
24.0	15	3	7	0	0.0	0.0	0.0	0.0	11.0	55.0	0.0	8.0	7.0	5.0	35.0	57.0	53.0	16.0	15.0	13.0	1	241	16.07	0.0	12.0	1	1	2.0	0	-2.9907725119573385	-0.16293135550569832
29.0	159	98	30	14	11.0	0.0	3.0	12.0	184.0	70.0	27.0	278.0	924.0	528.0	837.0	1083.0	397.0	41.0	776.0	269.0	3	10554	66.38	13.0	3.0	8	88	4.0	2	6.189375313462633	4.237104575992588
23.0	73	52	6	0	0.0	0.0	0.0	0.0	111.0	74.0	4.0	100.0	166.0	78.0	406.0	322.0	245.0	39.0	140.0	109.0	3	4387	60.1	2.0	68.0	15	58	1.0	3	-0.2277457167982093	1.084356417343943
26.0	153	86	36	4	2.0	0.0	2.0	3.0	270.0	63.0	19.0	191.0	282.0	114.0	880.0	522.0	466.0	109.0	92.0	97.0	33	8312	54.33	40.0	655.0	20	80	11.0	3	4.1593395855663156	-1.2812234187385958
29.0	86	58	7	4	3.0	1.0	0.0	4.0	134.0	70.0	10.0	125.0	362.0	205.0	419.0	428.0	201.0	21.0	233.0	94.0	0	5249	61.03	2.0	6.0	9	52	1.0	3	0.8580083253818279	1.8615155043248177
21.0	95	74	8	6	0.0	6.0	0.0	3.0	158.0	64.0	27.0	114.0	184.0	64.0	546.0	264.0	319.0	57.0	31.0	73.0	26	5323	56.03	32.0	708.0	11	50	10.0	3	1.9275593907076967	-2.1114601463559555
19.0	6	4	1	0	0.0	0.0	0.0	0.0	5.0	60.0	5.0	9.0	3.0	1.0	16.0	19.0	15.0	6.0	6.0	3.0	0	167	27.83	0.0	14.0	1	5	0.0	0	-3.286481395410947	-0.21900862795981976
24.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.6937458536497476	-0.3266607698050995
23.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.7308326762887978	-0.34692168720343763
18.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0	0	0.0	0	-3.916266789484048	-0.448226274195128
26.0	58	46	4	3	1.0	2.0	0.0	0.0	126.0	55.0	11.0	67.0	43.0	17.0	292.0	293.0	242.0	19.0	99.0	69.0	5	3291	56.74	4.0	19.0	12	63	0.0	0	-0.5402326005149453	0.4792776926697787
29.0	181	111	32	25	8.0	16.0	1.0	2.0	200.0	68.0	55.0	117.0	124.0	68.0	989.0	696.0	725.0	194.0	142.0	197.0	16	7603	42.01	15.0	67.0	7	84	15.0	3	5.079524040287554	-1.0587711882273585
34.0	539	272	133	55	1.0	38.0	8.0	7.0	803.0	77.0	174.0	437.0	423.0	126.0	1751.0	1843.0	2223.0	310.0	337.0	514.0	84	16171	30.0	46.0	2247.0	65	438	45.0	1	21.018813408373543	-6.888842425372284
25.0	45	36	2	4	1.0	3.0	0.0	1.0	69.0	42.0	11.0	25.0	17.0	6.0	202.0	164.0	174.0	50.0	20.0	31.0	4	1760	39.11	6.0	12.0	1	35	1.0	0	-1.476192268801533	-0.4135763228235523
30.0	342	185	79	30	1.0	22.0	7.0	9.0	673.0	71.0	98.0	437.0	336.0	130.0	1878.0	1182.0	1223.0	135.0	243.0	241.0	46	17932	52.43	49.0	792.0	34	299	29.0	1	13.174879236489208	-3.2536024347223287
27.0	196	114	41	16	0.0	14.0	2.0	8.0	188.0	74.0	87.0	133.0	75.0	25.0	566.0	707.0	704.0	344.0	76.0	131.0	22	4570	23.32	27.0	421.0	10	104	13.0	1	5.210440711646679	-3.698100019160159
24.0	8	4	3	0	0.0	0.0	0.0	0.0	3.0	67.0	0.0	0.0	0.0	0.0	3.0	12.0	7.0	2.0	5.0	3.0	0	47	5.88	0.0	0.0	1	2	0.0	0	-3.2704657635408214	-0.1592663936706166
19.0	7	6	0	1	0.0	1.0	0.0	0.0	4.0	100.0	1.0	2.0	0.0	0.0	17.0	9.0	18.0	3.0	2.0	5.0	0	143	20.43	0.0	0.0	0	4	0.0	0	-3.1906956751547892	-0.22541434206144292
23.0	31	7	19	7	0.0	0.0	7.0	1.0	23.0	57.0	25.0	11.0	11.0	5.0	85.0	87.0	92.0	17.0	6.0	22.0	0	575	18.55	4.0	35.0	2	12	1.0	0	-2.0089251378452233	-1.0978033656730917
17.0	4	2	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	1.0	1.0	0.0	0.0	0	22	5.5	0.0	3.0	0	0	0.0	0	-3.8800959905001604	-0.4429991228763161
28.0	115	49	37	22	1.0	3.0	18.0	4.0	70.0	54.0	50.0	43.0	15.0	8.0	446.0	330.0	467.0	121.0	16.0	48.0	18	3039	26.43	32.0	555.0	12	79	30.0	3	3.0607420111760577	-4.641935625493181
29.0	1	1	0	0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	2.0	7.0	0.0	1.0	1.0	0	82	82.0	0.0	1.0	0	3	0.0	0	-3.067617317594329	0.13738822099134188
20.0	6	5	1	0	0.0	0.0	0.0	0.0	4.0	75.0	2.0	0.0	0.0	0.0	6.0	7.0	12.0	1.0	1.0	3.0	0	40	6.67	0.0	5.0	0	2	0.0	0	-3.398938565038425	-0.26239740557512276
25.0	147	52	67	12	6.0	1.0	5.0	4.0	255.0	63.0	20.0	206.0	757.0	413.0	634.0	661.0	443.0	29.0	314.0	273.0	6	5634	38.33	9.0	61.0	15	97	7.0	3	3.8748348394727214	2.4753387105506244
30.0	293	183	50	7	0.0	6.0	1.0	3.0	600.0	76.0	55.0	498.0	820.0	355.0	1592.0	1510.0	1104.0	239.0	446.0	292.0	29	15694	53.56	25.0	748.0	45	239	22.0	2	10.923957337989979	1.416637490300854
26.0	163	90	39	1	1.0	0.0	0.0	1.0	180.0	74.0	7.0	191.0	601.0	338.0	717.0	664.0	316.0	96.0	330.0	172.0	0	8950	54.91	5.0	18.0	7	45	3.0	3	2.4118976078184016	2.850342681544392
